completed_date,cycle_time,blocked_days,key,url,issue_type,summary,status,resolution,Backlog,Committed,Elaboration,Build,QA,Done
2019-10-18,64.0,0,FAB-22304,https://immediateco.atlassian.net/browse/FAB-22304,Story,Create 'Menus' Resource,Complete,Done,2019-08-15,2019-08-15,2019-08-19,2019-08-28,2019-09-11,2019-10-18
2019-09-02,18.0,0,FAB-22303,https://immediateco.atlassian.net/browse/FAB-22303,Story,Create 'Advertisement' Resource,Complete,Done,2019-08-15,2019-08-15,2019-08-15,2019-08-15,2019-08-29,2019-09-02
2019-08-27,22.0,0,FAB-22300,https://immediateco.atlassian.net/browse/FAB-22300,Discovery Story,Navigation & IA of My Hub space,Complete,Done,2019-07-30,,2019-08-05,2019-08-19,2019-08-22,2019-08-27
2019-08-02,3.0,0,FAB-22293,https://immediateco.atlassian.net/browse/FAB-22293,Sub-Task,Foundations of Commenting API in place,Ready For Release,Done,,,,2019-07-30,2019-07-31,2019-08-02
2019-09-13,45.0,0,FAB-22290,https://immediateco.atlassian.net/browse/FAB-22290,Epic,New Elastic Search API Service (DEV ONLY),Complete,Done,,,2019-07-30,2019-07-30,,2019-09-13
2019-11-13,19.0,0,FAB-22289,https://immediateco.atlassian.net/browse/FAB-22289,Story,Add Google Recaptcha V3 to identity sign-in,Complete,Done,2019-10-25,2019-10-25,2019-10-31,2019-11-04,2019-11-12,2019-11-13
2019-09-05,29.0,0,FAB-22278,https://immediateco.atlassian.net/browse/FAB-22278,Story,Remove need for frequent manual IP whitelisting,Complete,Done,2019-08-07,2019-08-07,2019-08-12,2019-08-28,2019-09-02,2019-09-05
2019-08-21,13.0,0,FAB-22272,https://immediateco.atlassian.net/browse/FAB-22272,Bug,Admin: Deleting an ingredient term deletes the ingredient text,Complete,Done,2019-08-08,2019-08-08,2019-08-08,2019-08-13,2019-08-16,2019-08-21
2019-09-04,36.0,0,FAB-22265,https://immediateco.atlassian.net/browse/FAB-22265,Epic,Introduction content area for List posts,Complete,Done,,2019-07-30,2019-08-14,2019-08-14,,2019-09-04
2019-08-14,14.0,0,FAB-22264,https://immediateco.atlassian.net/browse/FAB-22264,Design Story,DESIGN: List posts with body text,Complete,Done,2019-07-30,2019-07-31,2019-08-02,2019-08-02,2019-08-06,2019-08-14
2019-08-05,6.0,0,FAB-22263,https://immediateco.atlassian.net/browse/FAB-22263,Dev Task,Footer Placeholder Components,Complete,Done,2019-07-30,2019-07-30,2019-07-30,2019-08-05,2019-08-05,2019-08-05
2019-09-03,35.0,0,FAB-22262,https://immediateco.atlassian.net/browse/FAB-22262,Story,Footer Brand Bar,Complete,Done,2019-07-30,2019-07-30,2019-08-08,2019-08-21,2019-08-29,2019-09-03
2019-09-11,43.0,0,FAB-22261,https://immediateco.atlassian.net/browse/FAB-22261,Story,Footer Corporate Bar,Complete,Done,2019-07-30,2019-07-30,2019-08-08,2019-08-28,2019-09-04,2019-09-11
2019-09-04,37.0,0,FAB-22253,https://immediateco.atlassian.net/browse/FAB-22253,Story,Recipe schema for editorial collection list when selected,Complete,Done,2019-07-29,2019-07-29,2019-07-29,2019-08-16,2019-09-04,2019-09-04
2019-10-30,86.0,0,FAB-22252,https://immediateco.atlassian.net/browse/FAB-22252,Story,GF/Mig/Article - Extract and Transform Featured Video,Complete,Done,2019-08-05,2019-08-05,2019-08-06,2019-10-24,2019-10-28,2019-10-30
2019-08-27,26.0,0,FAB-22248,https://immediateco.atlassian.net/browse/FAB-22248,Story,Wildcard Rule Flagging / Generation,Complete,Done,2019-08-01,2019-08-01,2019-08-01,2019-08-14,2019-08-21,2019-08-27
2019-08-07,9.0,0,FAB-22247,https://immediateco.atlassian.net/browse/FAB-22247,Story,Deploy remote Settings API (as provided by Green),Complete,Done,2019-07-29,2019-07-29,2019-07-29,2019-07-30,2019-08-01,2019-08-07
2019-08-06,8.0,0,FAB-22243,https://immediateco.atlassian.net/browse/FAB-22243,Story,Add breadcrumb component to 'Recipe frontend' package,Complete,Done,2019-07-29,2019-07-29,2019-07-29,2019-07-29,2019-08-06,2019-08-06
2019-07-31,6.0,0,FAB-22229,https://immediateco.atlassian.net/browse/FAB-22229,Bug,Recipe-fe: recipe timing on FE don't behave as the UX requirments,Complete,Done,2019-07-25,2019-07-25,2019-07-25,2019-07-29,2019-07-29,2019-07-31
2019-07-29,4.0,0,FAB-22221,https://immediateco.atlassian.net/browse/FAB-22221,Bug,Recipe-fe: Unicode characters are showing in Ingredients and Method,Complete,Done,2019-07-25,2019-07-25,2019-07-25,2019-07-29,2019-07-29,2019-07-29
2019-07-30,5.0,0,FAB-22220,https://immediateco.atlassian.net/browse/FAB-22220,Bug,Translation API: When you don't enter an ingredient term the api fatals,Complete,Done,2019-07-25,2019-07-25,2019-07-25,2019-07-29,2019-07-29,2019-07-30
2019-10-14,77.0,0,FAB-22219,https://immediateco.atlassian.net/browse/FAB-22219,Story,Recipe images should be served at an appropriate size for the layout,Complete,Done,2019-07-29,2019-07-29,2019-07-30,2019-09-23,2019-10-08,2019-10-14
2019-09-24,56.0,0,FAB-22218,https://immediateco.atlassian.net/browse/FAB-22218,Story,Resized image URLs should not exceed source image dimensions,Complete,Done,2019-07-30,2019-07-30,2019-07-30,2019-09-23,2019-09-23,2019-09-24
2019-09-06,42.0,0,FAB-22217,https://immediateco.atlassian.net/browse/FAB-22217,Epic,List posts for Good Food,Complete,Done,,,2019-07-26,2019-08-16,,2019-09-06
2019-08-14,19.0,0,FAB-22216,https://immediateco.atlassian.net/browse/FAB-22216,Epic,Headline led List,Complete,Done,,,2019-07-26,2019-08-14,,2019-08-14
2019-08-14,20.0,0,FAB-22211,https://immediateco.atlassian.net/browse/FAB-22211,Epic,Image led List,Complete,Done,,,2019-07-25,2019-08-07,,2019-08-14
2019-07-26,1.0,0,FAB-22210,https://immediateco.atlassian.net/browse/FAB-22210,Discovery Story,Present summary of analysis on My Hub & Saving/Collecting recipes,Closed,Done,,,2019-07-25,2019-07-25,2019-07-26,2019-07-26
2019-09-09,38.0,0,FAB-22202,https://immediateco.atlassian.net/browse/FAB-22202,Story,Good food API clients for identity,Closed,Done,2019-08-02,2019-08-02,2019-08-02,2019-08-14,2019-08-16,2019-09-09
2019-11-08,66.0,0,FAB-22196,https://immediateco.atlassian.net/browse/FAB-22196,Epic,Service to Service Auth Integration for Content API,Ready For Release,Done,,,2019-09-03,2019-09-16,,2019-11-08
2019-09-04,37.0,0,FAB-22195,https://immediateco.atlassian.net/browse/FAB-22195,Sub-Task,Create dropdown to select schema for Lists,Complete,Done,2019-07-24,2019-07-29,2019-07-29,2019-08-14,2019-08-19,2019-09-04
2019-10-01,8.0,0,FAB-22191,https://immediateco.atlassian.net/browse/FAB-22191,Story, Create an environment for webOps (POC) x 2,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-23,2019-09-26,2019-10-01
2019-10-17,24.0,0,FAB-22188,https://immediateco.atlassian.net/browse/FAB-22188,Story,inject commit hash into API version healthcheck,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-10-14,2019-10-17,2019-10-17
2019-11-15,52.0,0,FAB-22181,https://immediateco.atlassian.net/browse/FAB-22181,Spike,Custom source repo for CI/CD,Closed,Done,2019-09-24,2019-09-24,2019-09-24,2019-09-26,,2019-11-15
2019-08-09,15.0,0,FAB-22180,https://immediateco.atlassian.net/browse/FAB-22180,Story,Static Pipeline in same region,Complete,Done,2019-07-25,2019-07-25,2019-07-25,2019-07-30,2019-08-08,2019-08-09
2019-11-06,58.0,0,FAB-22179,https://immediateco.atlassian.net/browse/FAB-22179,Story,Ads: Permutive on headless recipe with basic data,Closed,Done,2019-09-09,2019-09-09,,,,2019-11-06
2019-08-05,12.0,0,FAB-22174,https://immediateco.atlassian.net/browse/FAB-22174,Discovery Design Story,DESIGN: Slate footer,Complete,Done,,,2019-07-24,2019-07-24,2019-08-01,2019-08-05
2019-10-03,24.0,0,FAB-22167,https://immediateco.atlassian.net/browse/FAB-22167,Story,Ads: Permutive Requirements,Closed,Done,2019-09-09,2019-09-09,,,,2019-10-03
2019-11-26,78.0,0,FAB-22162,https://immediateco.atlassian.net/browse/FAB-22162,Story,Ads: Core Fields,Complete,Done,2019-09-09,2019-09-09,2019-10-30,2019-11-19,2019-11-21,2019-11-26
2019-11-26,78.0,0,FAB-22161,https://immediateco.atlassian.net/browse/FAB-22161,Story,Ads: Targeting Package Architecture documentation,Closed,Done,2019-09-09,2019-09-09,,,,2019-11-26
2019-11-07,59.0,0,FAB-22160,https://immediateco.atlassian.net/browse/FAB-22160,Story,Ads: DFP Data Requirements,Closed,Done,2019-09-09,2019-09-09,,,,2019-11-07
2019-08-05,13.0,0,FAB-22150,https://immediateco.atlassian.net/browse/FAB-22150,Spike,Investigate how to handle both public and private Fabric domains,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-07-29,2019-07-30,2019-08-05
2019-09-04,43.0,0,FAB-22147,https://immediateco.atlassian.net/browse/FAB-22147,Story,Add fields for Recipe Schema override,Complete,Done,2019-07-23,2019-07-23,2019-08-02,2019-08-27,2019-08-27,2019-09-04
2019-09-04,43.0,0,FAB-22146,https://immediateco.atlassian.net/browse/FAB-22146,Sub-Task,Add schema override option in List settings,Complete,Done,2019-07-23,2019-07-23,2019-07-29,2019-08-12,2019-08-14,2019-09-04
2019-08-23,31.0,0,FAB-22145,https://immediateco.atlassian.net/browse/FAB-22145,Story,Build default schema for List posts,Complete,Done,2019-07-23,2019-07-23,2019-07-31,2019-07-31,2019-08-12,2019-08-23
2019-08-15,23.0,0,FAB-22144,https://immediateco.atlassian.net/browse/FAB-22144,Story,Ads: IndexExchange,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-08-12,2019-08-12,2019-08-15
2019-11-12,112.0,0,FAB-22143,https://immediateco.atlassian.net/browse/FAB-22143,Story,Ads: MPU Sticky Behaviour,Complete,Done,2019-07-23,2019-07-23,2019-10-30,2019-11-05,2019-11-06,2019-11-12
2019-08-19,27.0,0,FAB-22142,https://immediateco.atlassian.net/browse/FAB-22142,Story,Ads: Recipe MPUs,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-08-12,2019-08-12,2019-08-19
2019-08-19,27.0,0,FAB-22141,https://immediateco.atlassian.net/browse/FAB-22141,Story,Ads: Out of page unit,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-08-12,2019-08-15,2019-08-19
2019-08-19,27.0,0,FAB-22140,https://immediateco.atlassian.net/browse/FAB-22140,Story,Ads: Header ad unit,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-08-12,2019-08-14,2019-08-19
2019-08-15,23.0,0,FAB-22139,https://immediateco.atlassian.net/browse/FAB-22139,Story,Ads: Basic DFP Configuration,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-08-12,2019-08-12,2019-08-15
2019-07-31,8.0,0,FAB-22138,https://immediateco.atlassian.net/browse/FAB-22138,Spike,Investigate Safe Redirect Manager query string and wildcard handling,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-07-29,2019-07-29,2019-07-31
2019-08-01,9.0,0,FAB-22135,https://immediateco.atlassian.net/browse/FAB-22135,Spike,Investigate how to repopulate regex rules within the service,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-07-29,2019-08-01,2019-08-01
2019-08-19,27.0,27,FAB-22131,https://immediateco.atlassian.net/browse/FAB-22131,Spike,Investigate how to handle HTTP and non-www requests,Closed,Done,2019-07-23,2019-07-23,2019-07-23,,,2019-08-19
2019-08-19,27.0,0,FAB-22130,https://immediateco.atlassian.net/browse/FAB-22130,Story,Local dev: Add support for HTTPS requests to service,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-08-14,2019-08-15,2019-08-19
2019-10-03,58.0,0,FAB-22121,https://immediateco.atlassian.net/browse/FAB-22121,Epic,Recipe Add-Ons : Outbrain,Complete,Done,,2019-08-06,2019-08-06,2019-09-24,,2019-10-03
2019-08-06,18.0,0,FAB-22114,https://immediateco.atlassian.net/browse/FAB-22114,Design Story,DESIGN: Headline led List page,Complete,Done,2019-07-19,2019-07-19,2019-07-22,2019-07-30,2019-07-30,2019-08-06
2019-08-06,18.0,0,FAB-22113,https://immediateco.atlassian.net/browse/FAB-22113,Design Story,DESIGN: Image led List page,Complete,Done,2019-07-19,2019-07-19,2019-07-22,2019-07-30,2019-07-30,2019-08-06
2019-08-07,5.0,0,FAB-22112,https://immediateco.atlassian.net/browse/FAB-22112,Story,Headline Led Editorial List items count,Complete,Done,2019-07-19,2019-08-02,2019-08-02,2019-08-05,2019-08-05,2019-08-07
2019-08-30,38.0,0,FAB-22108,https://immediateco.atlassian.net/browse/FAB-22108,Bug,Bug in indexing for filteredstarrating,Complete,Done,2019-07-23,2019-07-23,2019-07-23,2019-07-23,2019-08-09,2019-08-30
2019-09-11,54.0,0,FAB-22107,https://immediateco.atlassian.net/browse/FAB-22107,Epic,List: Schema override,Complete,Done,,2019-07-19,2019-08-06,2019-08-06,,2019-09-11
2019-08-14,26.0,0,FAB-22106,https://immediateco.atlassian.net/browse/FAB-22106,Epic,Search in List post type (ACF),Complete,Done,,2019-07-19,2019-08-14,2019-08-14,,2019-08-14
2019-07-24,5.0,0,FAB-22105,https://immediateco.atlassian.net/browse/FAB-22105,Epic,List business rules,Complete,Done,,,2019-07-19,2019-07-24,,2019-07-24
2019-08-21,35.0,0,FAB-22076,https://immediateco.atlassian.net/browse/FAB-22076,Story,Schema tests for UGR storage API endpoints,Complete,Done,2019-07-17,2019-07-17,2019-08-15,2019-08-15,2019-08-16,2019-08-21
2019-10-16,72.0,0,FAB-22042,https://immediateco.atlassian.net/browse/FAB-22042,UX Story,Vertical card promotional widget for footer area,Complete,Done,2019-08-05,2019-08-05,2019-08-07,2019-10-16,2019-10-16,2019-10-16
2019-08-20,35.0,0,FAB-22040,https://immediateco.atlassian.net/browse/FAB-22040,Bug,Buggy output. No default children elements(categories) in SearchOptionGroup - filters,Complete,Done,2019-07-16,2019-07-16,2019-07-16,2019-07-16,2019-07-30,2019-08-20
2019-08-30,0.0,0,FAB-22038,https://immediateco.atlassian.net/browse/FAB-22038,Story,Data Indexing,Complete,Done,2019-08-30,2019-08-30,2019-08-30,2019-08-30,2019-08-30,2019-08-30
2019-09-17,18.0,0,FAB-22037,https://immediateco.atlassian.net/browse/FAB-22037,Story,Back End Integration ,Closed,Done,2019-08-30,2019-08-30,2019-08-30,2019-08-30,2019-08-30,2019-09-17
2019-09-17,18.0,0,FAB-22036,https://immediateco.atlassian.net/browse/FAB-22036,Story,Front End Integration ,Closed,Done,2019-08-09,2019-08-30,2019-08-30,2019-08-30,2019-08-30,2019-09-17
2019-08-09,10.0,0,FAB-22035,https://immediateco.atlassian.net/browse/FAB-22035,Story,Separation of API,Complete,Done,2019-07-30,2019-07-30,2019-08-09,2019-08-09,2019-08-09,2019-08-09
2019-08-02,11.0,0,FAB-22028,https://immediateco.atlassian.net/browse/FAB-22028,Spike,Investigate List search keyword matching,Complete,Done,2019-07-16,2019-07-22,2019-07-22,2019-07-30,2019-07-30,2019-08-02
2019-07-19,4.0,0,FAB-22024,https://immediateco.atlassian.net/browse/FAB-22024,Design Story,DESIGN: add A-Z to individual glossary items,Complete,Done,2019-07-15,2019-07-15,2019-07-15,2019-07-16,2019-07-16,2019-07-19
2019-07-30,15.0,0,FAB-22022,https://immediateco.atlassian.net/browse/FAB-22022,Spike,Review Infrastructure and Code Pipeline patterns,Complete,Done,2019-07-15,2019-07-15,2019-07-15,2019-07-16,2019-07-22,2019-07-30
2019-09-20,52.0,0,FAB-22020,https://immediateco.atlassian.net/browse/FAB-22020,Story,Masthead: Update WordPress Headless APIs to allow for new image sizes,Closed,Done,2019-07-30,2019-07-30,2019-08-01,,,2019-09-20
2019-10-25,101.0,0,FAB-22017,https://immediateco.atlassian.net/browse/FAB-22017,Story,GF/Mig/Transform - Monetizor Widgets,Complete,Done,2019-07-16,2019-07-16,2019-10-15,2019-10-24,2019-10-24,2019-10-25
2019-09-12,44.0,0,FAB-22016,https://immediateco.atlassian.net/browse/FAB-22016,Story,Masthead: Update Translation API to allow for new image sizes,Closed,Done,2019-07-30,2019-07-30,2019-08-01,,,2019-09-12
2019-09-20,52.0,0,FAB-22015,https://immediateco.atlassian.net/browse/FAB-22015,Story,Masthead: Update Content API to allow for new image sizes,Closed,Done,2019-07-30,2019-07-30,2019-08-01,,,2019-09-20
2019-07-19,4.0,0,FAB-22011,https://immediateco.atlassian.net/browse/FAB-22011,Bug,Static assets aren't loading for Recipes front end,Complete,Done,2019-07-15,2019-07-15,2019-07-15,2019-07-17,2019-07-19,2019-07-19
2019-07-19,4.0,0,FAB-22004,https://immediateco.atlassian.net/browse/FAB-22004,Bug,Storybook: GF Tags text is too big,Complete,Done,2019-07-12,2019-07-15,2019-07-15,2019-07-17,2019-07-17,2019-07-19
2019-07-15,0.0,0,FAB-22003,https://immediateco.atlassian.net/browse/FAB-22003,Bug,Collections API: Deleting a collection causes a collection item to fatal,Complete,Done,2019-07-12,2019-07-15,2019-07-15,2019-07-15,2019-07-15,2019-07-15
2019-07-19,4.0,1,FAB-21980,https://immediateco.atlassian.net/browse/FAB-21980,Bug,Admin: One ingredient overrides all others ,Complete,Done,2019-07-12,2019-07-15,2019-07-15,2019-07-15,2019-07-16,2019-07-19
2019-08-13,33.0,0,FAB-21979,https://immediateco.atlassian.net/browse/FAB-21979,Spike,Investigate migration methods for Content API schema changes,Complete,Done,2019-07-11,2019-07-11,2019-07-12,2019-08-07,2019-08-13,2019-08-13
2019-08-09,2.0,0,FAB-21976,https://immediateco.atlassian.net/browse/FAB-21976,Discovery Research,Reactions - Stakeholder Research,Complete,Done,2019-07-19,2019-08-07,2019-08-07,2019-08-07,2019-08-07,2019-08-09
2019-08-09,2.0,0,FAB-21963,https://immediateco.atlassian.net/browse/FAB-21963,Discovery Research,Reactions - Gather Existing UX/IA/Design Insight,Complete,Done,2019-07-19,2019-08-07,2019-08-09,2019-08-09,2019-08-09,2019-08-09
2019-08-09,2.0,0,FAB-21961,https://immediateco.atlassian.net/browse/FAB-21961,Discovery Research,Reactions - Review of Current IM Sites,Complete,Done,2019-07-17,2019-08-07,2019-08-09,2019-08-09,2019-08-09,2019-08-09
2019-08-09,2.0,0,FAB-21960,https://immediateco.atlassian.net/browse/FAB-21960,Discovery Research,Reactions - User Testing Plan,Complete,Done,2019-07-19,2019-08-07,2019-08-09,2019-08-09,2019-08-09,2019-08-09
2019-10-23,104.0,0,FAB-21958,https://immediateco.atlassian.net/browse/FAB-21958,Epic,Reactions - Research,Complete,Done,,2019-07-11,2019-07-11,2019-07-11,,2019-10-23
2019-07-24,13.0,0,FAB-21956,https://immediateco.atlassian.net/browse/FAB-21956,Dev Task,Add a way to see content API version from health check endpoint,Complete,Done,2019-07-11,2019-07-11,2019-07-15,2019-07-23,2019-07-23,2019-07-24
2019-08-12,32.0,0,FAB-21953,https://immediateco.atlassian.net/browse/FAB-21953,Story,Ensure redirect rules contain the HTTP status code to return,Closed,Done,2019-07-11,2019-07-11,2019-07-11,,,2019-08-12
2019-10-24,105.0,0,FAB-21952,https://immediateco.atlassian.net/browse/FAB-21952,Spike,(P2) Spike: Capture redirect replies that result in an error,Complete,Done,2019-07-11,2019-07-11,2019-10-17,2019-10-17,2019-10-24,2019-10-24
2019-07-30,19.0,0,FAB-21951,https://immediateco.atlassian.net/browse/FAB-21951,Spike,Investigate options for searching redirect data,Complete,Done,2019-07-11,2019-07-11,2019-07-11,2019-07-29,2019-07-29,2019-07-30
2019-08-21,41.0,2,FAB-21945,https://immediateco.atlassian.net/browse/FAB-21945,Story,When managing rules from within Fabric ensure the paths ends in /,Complete,Done,2019-07-11,2019-07-11,2019-07-11,2019-08-13,2019-08-16,2019-08-21
2019-08-16,36.0,0,FAB-21943,https://immediateco.atlassian.net/browse/FAB-21943,Story,Add a logging layer to the redirect service,Ready For Release,Done,2019-07-11,2019-07-11,2019-07-11,2019-08-12,2019-08-14,2019-08-16
2019-08-06,26.0,0,FAB-21942,https://immediateco.atlassian.net/browse/FAB-21942,Story,Handle unexpected downstream server response,Complete,Done,2019-07-11,2019-07-11,2019-07-11,2019-08-02,2019-08-02,2019-08-06
2019-10-30,83.0,0,FAB-21928,https://immediateco.atlassian.net/browse/FAB-21928,Story,Glossary A-Z navigation,Complete,Done,2019-07-10,2019-08-08,2019-09-11,2019-10-22,2019-10-23,2019-10-30
2019-09-30,31.0,0,FAB-21927,https://immediateco.atlassian.net/browse/FAB-21927,Story,Glossary item frontend,Complete,Done,2019-07-10,2019-08-30,2019-08-30,2019-09-11,2019-09-24,2019-09-30
2019-09-27,52.0,0,FAB-21926,https://immediateco.atlassian.net/browse/FAB-21926,Story,Glossary admin,Complete,Done,2019-07-10,2019-08-06,2019-08-19,2019-09-10,2019-09-26,2019-09-27
2019-08-21,42.0,0,FAB-21920,https://immediateco.atlassian.net/browse/FAB-21920,Story,GF/Mig/EdRec+Article/IFT - SEO Meta Title and Meta Description,Complete,Done,2019-07-10,2019-07-10,2019-08-06,2019-08-19,2019-08-20,2019-08-21
2019-08-06,27.0,0,FAB-21919,https://immediateco.atlassian.net/browse/FAB-21919,Story,GF/Mig/Article - SEO Meta Title and Description,Closed,Done,2019-07-10,2019-07-10,,,,2019-08-06
2019-10-02,15.0,2,FAB-21897,https://immediateco.atlassian.net/browse/FAB-21897,Story,Pass remaining post settings through to the Content API,Complete,Done,2019-09-17,2019-09-17,2019-09-17,2019-09-24,2019-09-25,2019-10-02
2019-11-08,64.0,0,FAB-21891,https://immediateco.atlassian.net/browse/FAB-21891,Epic,Mega Menu,Ready For Release,Done,,2019-09-05,2019-09-13,2019-09-13,,2019-11-08
2019-07-19,11.0,0,FAB-21890,https://immediateco.atlassian.net/browse/FAB-21890,Story,A List post should not be added to itself,Complete,Done,2019-07-08,2019-07-08,2019-07-08,2019-07-16,2019-07-17,2019-07-19
2019-07-19,11.0,0,FAB-21888,https://immediateco.atlassian.net/browse/FAB-21888,Story,Offers should not appear in List search,Complete,Done,2019-07-08,2019-07-08,2019-07-08,2019-07-15,2019-07-16,2019-07-19
2019-07-22,14.0,0,FAB-21887,https://immediateco.atlassian.net/browse/FAB-21887,Story,Pages should appear in List search admin,Complete,Done,2019-07-08,2019-07-08,2019-07-08,2019-07-15,2019-07-15,2019-07-22
2019-07-23,15.0,0,FAB-21869,https://immediateco.atlassian.net/browse/FAB-21869,Story,Register new post type for Glossary,Complete,Done,2019-07-05,2019-07-08,2019-07-08,2019-07-17,2019-07-19,2019-07-23
2019-07-31,19.0,0,FAB-21858,https://immediateco.atlassian.net/browse/FAB-21858,Story,Reactions - Set-up Client Access and Credentials for URS microservice,Complete,Done,2019-07-12,2019-07-12,2019-07-15,2019-07-16,2019-07-18,2019-07-31
2019-08-21,48.0,2,FAB-21829,https://immediateco.atlassian.net/browse/FAB-21829,Story,Fabric: Listen for slug changes against Fabric content and generate redirect rules,Complete,Done,2019-07-04,2019-07-04,2019-07-08,2019-08-12,2019-08-15,2019-08-21
2019-08-20,47.0,2,FAB-21828,https://immediateco.atlassian.net/browse/FAB-21828,Story,Fabric: Listen for primary category changes against Fabric content and generate redirect rules,Complete,Done,2019-07-04,2019-07-04,2019-07-08,2019-08-12,2019-08-16,2019-08-20
2019-07-30,26.0,0,FAB-21827,https://immediateco.atlassian.net/browse/FAB-21827,Spike,SPIKE: Fabric: Listen for permalink structure changes and generate redirect rules,Complete,Done,2019-07-04,2019-07-04,2019-07-04,2019-07-19,2019-07-26,2019-07-30
2019-11-19,14.0,0,FAB-21809,https://immediateco.atlassian.net/browse/FAB-21809,Story,Reactions - Deploy URS Container to STAGING environment,Ready For Release,Done,2019-07-03,2019-11-05,2019-11-15,2019-11-19,2019-11-19,2019-11-19
2019-12-03,153.0,0,FAB-21808,https://immediateco.atlassian.net/browse/FAB-21808,Story,Reactions - Set-up STAGING environment,Ready For Release,Done,2019-07-03,2019-07-03,2019-07-11,2019-10-01,2019-11-15,2019-12-03
2019-08-12,40.0,0,FAB-21806,https://immediateco.atlassian.net/browse/FAB-21806,Story,Reactions/AdminDash - View Reactions in Fabric Dashboard,Complete,Done,2019-07-03,2019-07-03,2019-07-10,2019-08-05,2019-08-09,2019-08-12
2019-07-30,27.0,0,FAB-21805,https://immediateco.atlassian.net/browse/FAB-21805,Story,Reactions - Build the Admin Plug-in ,Complete,Done,2019-07-03,2019-07-03,2019-07-04,2019-07-30,2019-07-30,2019-07-30
2019-09-12,71.0,0,FAB-21803,https://immediateco.atlassian.net/browse/FAB-21803,Story,Reactions - Build Docker container,Complete,Done,2019-07-03,2019-07-03,2019-07-04,2019-09-09,2019-09-10,2019-09-12
2019-08-02,30.0,0,FAB-21802,https://immediateco.atlassian.net/browse/FAB-21802,Story,Reactions - Build the API,Ready For Release,Done,2019-07-03,2019-07-03,2019-07-04,2019-07-17,2019-08-01,2019-08-02
2019-07-26,23.0,0,FAB-21800,https://immediateco.atlassian.net/browse/FAB-21800,Story,Reactions - Define API Architecture,Complete,Done,2019-07-03,2019-07-03,2019-07-04,2019-07-17,2019-07-24,2019-07-26
2019-08-30,38.0,0,FAB-21797,https://immediateco.atlassian.net/browse/FAB-21797,Epic,Glossary post-type,Complete,Done,,2019-07-23,2019-08-23,2019-08-30,,2019-08-30
2019-08-01,29.0,0,FAB-21793,https://immediateco.atlassian.net/browse/FAB-21793,Story,Expose Recipes by Slug from Translation,Complete,Done,2019-07-03,2019-07-03,2019-07-23,2019-07-30,2019-07-31,2019-08-01
2019-07-18,10.0,0,FAB-21757,https://immediateco.atlassian.net/browse/FAB-21757,Discovery Story,"Analysis of current flows for saving a recipe to my hub, and adding to a collection",Complete,Done,,,2019-07-08,2019-07-08,2019-07-10,2019-07-18
2019-07-18,10.0,0,FAB-21756,https://immediateco.atlassian.net/browse/FAB-21756,Discovery Story,Analysis of current flows within user hub,Complete,Done,,,2019-07-08,2019-07-08,2019-07-10,2019-07-18
2019-08-27,56.0,0,FAB-21755,https://immediateco.atlassian.net/browse/FAB-21755,Discovery Design Story,DESIGN specs: Slate Branded Section (Header),Complete,Done,,,2019-07-02,2019-08-27,2019-08-27,2019-08-27
2019-08-12,41.0,19,FAB-21752,https://immediateco.atlassian.net/browse/FAB-21752,Story,Fabric: Update redirect admin to manage regular expression rules,Closed,Done,2019-07-02,2019-07-02,2019-07-02,,,2019-08-12
2019-08-06,35.0,7,FAB-21751,https://immediateco.atlassian.net/browse/FAB-21751,Story,Local env: Update API to allow management of regular expression redirect rules,Complete,Done,2019-07-02,2019-07-02,2019-07-02,2019-07-31,2019-08-06,2019-08-06
2019-07-26,24.0,0,FAB-21750,https://immediateco.atlassian.net/browse/FAB-21750,Story,Local env: Add regex rule matching into the Redirect Service,Complete,Done,2019-07-02,2019-07-02,2019-07-02,2019-07-19,2019-07-19,2019-07-26
2019-08-12,41.0,13,FAB-21749,https://immediateco.atlassian.net/browse/FAB-21749,Story,Fabric: Implement paging on the admin listings page for redirect rules,Closed,Done,2019-07-02,2019-07-02,2019-07-02,,,2019-08-12
2019-07-23,21.0,0,FAB-21740,https://immediateco.atlassian.net/browse/FAB-21740,Story,Nativo Meta tags for all ad targeting key value pairs,Complete,Done,2019-07-02,2019-07-02,2019-07-10,2019-07-15,2019-07-22,2019-07-23
2019-08-29,58.0,0,FAB-21732,https://immediateco.atlassian.net/browse/FAB-21732,Discovery Design Story,DESIGN specs: Static logged out Header (GoodFood),Complete,Done,,,2019-07-02,2019-08-27,2019-08-29,2019-08-29
2019-08-27,57.0,0,FAB-21730,https://immediateco.atlassian.net/browse/FAB-21730,Discovery Design Story,DESIGN specs: Slate Static logged out Header,Complete,Done,,,2019-07-01,2019-07-03,2019-08-09,2019-08-27
