ID,Link,Name,Backlog,Committed,Elaboration,Build,QA,Done,Type,Status,Resolution,Blocked Days
FAB-24282,https://immediateco.atlassian.net/browse/FAB-24282,Overflow when last item of the mega menu expand,,,,2019-11-04,2019-11-05,2019-11-08,Bug (subtask),Ready For Release,Done,0
FAB-24281,https://immediateco.atlassian.net/browse/FAB-24281,Reactions/ReadFeed - Display Reactions Standalone,2019-10-31,2019-10-31,2019-11-01,2019-11-18,2019-11-21,2019-11-21,Story,Ready For Release,Done,0
FAB-24279,https://immediateco.atlassian.net/browse/FAB-24279,Reactions/ReadFeed - Style Reaction in Storybook,2019-10-31,2019-10-31,2019-10-31,2019-11-05,2019-11-12,2019-11-13,Story,Ready For Release,Done,0
FAB-24275,https://immediateco.atlassian.net/browse/FAB-24275,Create 'Social Share' settings Resource,2019-10-31,2019-10-31,2019-11-12,,,,Story,Ready For Development,,0
FAB-24273,https://immediateco.atlassian.net/browse/FAB-24273,Create 'Site Config' settings Resource,2019-10-31,2019-10-31,2019-11-12,2019-11-18,2019-11-20,2019-11-20,Story,Complete,Done,0
FAB-24271,https://immediateco.atlassian.net/browse/FAB-24271,Create 'Site General' settings Resource,2019-10-31,2019-10-31,2019-11-12,,,,Story,Ready For Development,,0
FAB-24262,https://immediateco.atlassian.net/browse/FAB-24262,Recipe Tips overlap content below,,,,2019-10-31,2019-10-31,2019-10-31,Bug (subtask),Ready For Release,Done,0
FAB-24254,https://immediateco.atlassian.net/browse/FAB-24254,MyHub: Add header and footer,2019-11-12,2019-11-12,2019-11-12,2019-11-18,2019-11-18,2019-11-19,Story,Ready For Release,Done,0
FAB-24253,https://immediateco.atlassian.net/browse/FAB-24253,MyHub: Basic infrastructure,2019-11-07,2019-11-07,2019-11-07,2019-11-18,2019-11-18,2019-11-19,Story,Ready For Release,Done,0
FAB-24252,https://immediateco.atlassian.net/browse/FAB-24252,MyHub: Setup initial application,2019-11-07,2019-11-07,2019-11-07,2019-11-18,2019-11-18,2019-11-19,Story,Ready For Release,Done,0
FAB-24245,https://immediateco.atlassian.net/browse/FAB-24245,mobile nav menu - last green menu items are not reachable,,,,2019-10-30,2019-10-30,2019-10-31,Bug (subtask),Ready For Release,Done,0
FAB-24244,https://immediateco.atlassian.net/browse/FAB-24244,Hovering mouse over menu items causes background to flicker between grey and white,,,,2019-10-31,2019-10-31,2019-10-31,Bug (subtask),Closed,Done,0
FAB-24242,https://immediateco.atlassian.net/browse/FAB-24242,Keyboard Navigation - Pressing Esc is not closing menuitem,,,,2019-10-30,2019-10-30,2019-10-31,Bug (subtask),Closed,Done,0
FAB-24241,https://immediateco.atlassian.net/browse/FAB-24241,Change character limit for truncated menu items on mobile nav,,,,2019-10-30,2019-10-31,2019-10-31,Bug (subtask),Closed,Done,0
FAB-24239,https://immediateco.atlassian.net/browse/FAB-24239,Non-JS keyboard navigation cannot get main nav to display on desktop,,,2019-10-30,,,2019-10-31,Bug (subtask),Closed,Done,0
FAB-24232,https://immediateco.atlassian.net/browse/FAB-24232,Static Header and Footer across WP and Headless,2019-11-01,2019-11-01,2019-11-06,2019-11-06,,2019-11-28,Epic,Ready For Release,Done,0
FAB-24226,https://immediateco.atlassian.net/browse/FAB-24226,Edge / IE11 - Search bar has 2 dismiss icons,,,,2019-10-30,2019-10-30,2019-10-30,Bug (subtask),Ready For Release,Done,0
FAB-24224,https://immediateco.atlassian.net/browse/FAB-24224,IE11 - Search icon doesn't switch to an X when search bar opens,,,,2019-10-30,2019-10-31,2019-10-31,Bug (subtask),Closed,Done,0
FAB-24220,https://immediateco.atlassian.net/browse/FAB-24220,Create 'Header' settings Resource,2019-10-30,2019-10-30,2019-11-12,2019-11-20,2019-11-25,2019-11-26,Story,Complete,Done,0
FAB-24213,https://immediateco.atlassian.net/browse/FAB-24213,Glossary A-Z navigation in AMP,2019-10-30,2019-11-07,2019-11-12,2019-12-02,2019-12-04,2019-12-06,Story,Ready For Release,Done,0
FAB-24190,https://immediateco.atlassian.net/browse/FAB-24190,Reactions/ReadFeed/Pag - React pagination logic in package,2019-10-29,,,,,2019-11-05,Spike,Closed,Done,0
FAB-24177,https://immediateco.atlassian.net/browse/FAB-24177,Incorrect border radius on search box,,,,2019-10-25,2019-10-25,2019-10-30,Bug (subtask),Ready For Release,Done,0
FAB-24174,https://immediateco.atlassian.net/browse/FAB-24174,Placeholder text not aligned vertically,,,,2019-10-25,,2019-10-25,Bug (subtask),Closed,Done,0
FAB-24166,https://immediateco.atlassian.net/browse/FAB-24166,Postman - Create and document process for company-wide use of Postman Pro,2019-10-25,2019-10-25,2019-11-07,,,,Spike,Ready For Development,,0
FAB-24165,https://immediateco.atlassian.net/browse/FAB-24165,Postman - Refactor all Content-API tests to populate their own fixtures,2019-10-25,2019-10-25,2019-11-07,2019-12-03,,,Dev Task,In Progress,,0
FAB-24153,https://immediateco.atlassian.net/browse/FAB-24153,Incentives ??,,,2019-10-24,,,2019-11-21,Sub-Task,Closed,Done,0
FAB-24133,https://immediateco.atlassian.net/browse/FAB-24133,Postman - Refactor all Content-API tests to be under a single collection,2019-10-25,2019-10-25,2019-11-07,2019-11-18,2019-11-18,2019-11-18,Dev Task,Ready For Release,Done,0
FAB-24124,https://immediateco.atlassian.net/browse/FAB-24124,Style Glossary navigation,2019-10-23,2019-10-23,2019-11-04,2019-11-05,2019-11-06,2019-11-20,Story,Complete,Done,0
FAB-24123,https://immediateco.atlassian.net/browse/FAB-24123,Swap free Ninja Tables version for Pro version,2019-10-23,2019-10-23,2019-10-23,2019-10-24,2019-11-07,2019-11-14,Dev Task,Complete,Done,0
FAB-24103,https://immediateco.atlassian.net/browse/FAB-24103,Make pronunciation a required field,2019-10-23,2019-10-23,2019-11-04,2019-11-07,2019-11-07,2019-11-08,Story,Complete,Done,0
FAB-24101,https://immediateco.atlassian.net/browse/FAB-24101,"AMP List ""See More"" CTA have the wrong CTA colour",2019-10-23,2019-10-23,2019-10-23,2019-11-08,2019-11-08,2019-11-13,Bug,Complete,Done,0
FAB-24100,https://immediateco.atlassian.net/browse/FAB-24100,(iOS) Doesn't autofocus to keyboard when search icon is clicked,,,,2019-10-23,2019-10-24,2019-10-25,Bug (subtask),Closed,Done,0
FAB-24099,https://immediateco.atlassian.net/browse/FAB-24099,Search icon isn't changing back to green when closed,,,,2019-10-23,2019-10-23,2019-10-25,Bug (subtask),Ready For Release,Done,0
FAB-24098,https://immediateco.atlassian.net/browse/FAB-24098,Set up tachyon and an S3 bucket for UGR user image uploads,2019-11-12,2019-11-12,2019-12-05,2019-12-06,2019-12-06,,Dev Task,In Test,,0
FAB-24097,https://immediateco.atlassian.net/browse/FAB-24097,Consent forms,,,,2019-11-20,2019-11-20,2019-11-28,Sub-Task,Complete,Done,0
FAB-24096,https://immediateco.atlassian.net/browse/FAB-24096,Feedback capturing form / mechanism,,,,2019-10-30,2019-11-07,2019-11-19,Sub-Task,Complete,Done,0
FAB-24095,https://immediateco.atlassian.net/browse/FAB-24095,Script,,,,2019-10-30,2019-11-06,2019-11-19,Sub-Task,Complete,Done,0
FAB-24094,https://immediateco.atlassian.net/browse/FAB-24094,Post Menu settings from WP to Settings API,2019-10-23,,,,,,Story,Define Task,,0
FAB-24093,https://immediateco.atlassian.net/browse/FAB-24093,Menu settings in Settings API,2019-10-23,,,,,,Epic,Define Task,,0
FAB-24092,https://immediateco.atlassian.net/browse/FAB-24092,Update prototype with visuals,,,,2019-10-31,2019-11-20,2019-11-28,Sub-Task,Complete,Done,0
FAB-24091,https://immediateco.atlassian.net/browse/FAB-24091,BBC Good Food Show : Prototype,,,2019-10-23,2019-10-23,2019-11-21,2019-11-28,Discovery Story,Complete,Done,0
FAB-24090,https://immediateco.atlassian.net/browse/FAB-24090,Branded clothing / lanyards etc,,,2019-10-23,,,2019-11-21,Sub-Task,Complete,Done,0
FAB-24088,https://immediateco.atlassian.net/browse/FAB-24088,Upload prototype onto devices ,,,,,2019-10-23,2019-11-28,Sub-Task,Complete,Done,0
FAB-24084,https://immediateco.atlassian.net/browse/FAB-24084,Contact event organisers (Sophie),,,2019-10-23,,,2019-11-05,Sub-Task,Closed,Done,0
FAB-24083,https://immediateco.atlassian.net/browse/FAB-24083,Transport & Accommodation(?),,,,,2019-10-23,2019-11-20,Sub-Task,Complete,Done,0
FAB-24082,https://immediateco.atlassian.net/browse/FAB-24082,Post Social settings from WP to Settings API,2019-10-23,,,,,,Story,Define Task,,0
FAB-24081,https://immediateco.atlassian.net/browse/FAB-24081,Social settings in Settings API,2019-10-23,,,,,,Epic,Define Task,,0
FAB-24076,https://immediateco.atlassian.net/browse/FAB-24076,Establish the components of the image handler service for the UGR API,2019-10-23,2019-10-23,2019-10-23,2019-10-23,2019-11-14,2019-11-14,Spike,Complete,Done,0
FAB-24071,https://immediateco.atlassian.net/browse/FAB-24071,Review Glossary navigation design,2019-10-22,2019-10-22,2019-10-22,2019-10-23,2019-10-23,2019-10-30,Design Story,Complete,Done,0
FAB-24070,https://immediateco.atlassian.net/browse/FAB-24070,Investigate content API with a view to including Lists,2019-10-22,2019-10-22,2019-10-22,2019-10-24,2019-10-28,2019-10-28,Spike,Complete,Done,0
FAB-24045,https://immediateco.atlassian.net/browse/FAB-24045,Brightcove videos in content block for recipes frontend,,,,2019-10-25,2019-11-06,2019-11-12,Sub-Task,Ready For Release,Done,0
FAB-24044,https://immediateco.atlassian.net/browse/FAB-24044,Send embed Brightcove in step-by-step recipe to the Content API,,,,2019-10-21,2019-10-21,2019-11-12,Sub-Task,Ready For Release,Done,0
FAB-24043,https://immediateco.atlassian.net/browse/FAB-24043,Allow brightcove videos in content blocks for Content API,,,,2019-10-21,2019-10-21,2019-11-12,Sub-Task,Ready For Release,Done,0
FAB-24033,https://immediateco.atlassian.net/browse/FAB-24033,Add sponsor data to SponsorBuilder in step-by-step,,,,,2019-10-21,,Sub-Task,Ready For Packaging,,0
FAB-24014,https://immediateco.atlassian.net/browse/FAB-24014,Enable vertical cards for Lists,2019-10-22,2019-10-22,2019-11-07,2019-12-02,2019-12-06,,Story,Ready For Review,,0
FAB-24009,https://immediateco.atlassian.net/browse/FAB-24009,Reactions/AddReply - Enable via API,2019-10-17,2019-10-17,,,,,Story,Ready For Shaping,,0
FAB-23991,https://immediateco.atlassian.net/browse/FAB-23991,Document work required for App API - Recipes,2019-11-18,2019-11-18,2019-11-19,,,,Spike,Ready For Development,,0
FAB-23990,https://immediateco.atlassian.net/browse/FAB-23990,Document work required for App API - Ratings,2019-10-16,,,,,,Spike,Define Task,,0
FAB-23989,https://immediateco.atlassian.net/browse/FAB-23989,Document work required for App API - Search,2019-10-16,,,,,,Spike,Define Task,,0
FAB-23988,https://immediateco.atlassian.net/browse/FAB-23988,Document work required for App API - User Collections,2019-10-16,,,,,,Spike,Define Task,,0
FAB-23979,https://immediateco.atlassian.net/browse/FAB-23979,GF/Mig/UserRec - Build Tooling for UGR Migration,2019-10-21,2019-10-21,2019-11-29,,,,Story,Ready For Development,,0
FAB-23973,https://immediateco.atlassian.net/browse/FAB-23973,Admin for Recipe Category Page,2019-10-23,,,,,,Discovery Story,Preparation,,0
FAB-23970,https://immediateco.atlassian.net/browse/FAB-23970,Reactions - Set-up Mongo Database for PRODUCTION,2019-10-16,2019-10-17,2019-11-15,2019-11-21,2019-11-22,,Story,Ready For Review,,0
FAB-23969,https://immediateco.atlassian.net/browse/FAB-23969,Update author and date placement for List posts,2019-10-16,2019-11-29,,,,,Story,Ready For Shaping,,0
FAB-23963,https://immediateco.atlassian.net/browse/FAB-23963,test/confirm that the new deployment is up and working,,,,2019-11-19,2019-11-19,2019-11-20,Sub-Task,Ready For Release,Done,0
FAB-23962,https://immediateco.atlassian.net/browse/FAB-23962,deploy the new image with the TD,,,,,2019-10-16,2019-11-19,Sub-Task,Complete,Done,0
FAB-23940,https://immediateco.atlassian.net/browse/FAB-23940,Illustrate the user flow for users saving a recipe & creating a collection,,,,2019-10-15,2019-10-15,2019-10-22,Discovery Story,Complete,Done,0
FAB-23936,https://immediateco.atlassian.net/browse/FAB-23936,BBC Good Food Show : Logistics,,,2019-10-14,2019-10-21,,2019-11-28,Discovery Story,Closed,Done,0
FAB-23932,https://immediateco.atlassian.net/browse/FAB-23932,Allow only authenticated user to upload images,2019-10-14,,,,,,Story,Preparation,,0
FAB-23930,https://immediateco.atlassian.net/browse/FAB-23930,Image upload to Tachyon,2019-10-14,,,,,,Story,Preparation,,0
FAB-23929,https://immediateco.atlassian.net/browse/FAB-23929,Reactions - Set-up Mongo Database for STAGING,2019-10-15,2019-10-15,2019-10-15,2019-10-18,2019-11-15,2019-12-03,Story,Ready For Release,Done,0
FAB-23922,https://immediateco.atlassian.net/browse/FAB-23922,Prop type errors when running tests on patchwork,2019-10-14,,,,,,Bug,Define Task,,0
FAB-23894,https://immediateco.atlassian.net/browse/FAB-23894,Slower internet incorrectly causes ad to pop-down for less than a second,,,,2019-10-14,2019-10-14,2019-10-21,Bug (subtask),Closed,Done,0
FAB-23892,https://immediateco.atlassian.net/browse/FAB-23892,Recipe schema available in headless Recipes,2019-10-11,2019-10-28,2019-10-29,,,,Story,Ready For Development,,0
FAB-23891,https://immediateco.atlassian.net/browse/FAB-23891,Recipe schema in Content API,2019-10-11,2019-10-29,2019-10-29,,,2019-12-02,Story,Closed,Done,0
FAB-23890,https://immediateco.atlassian.net/browse/FAB-23890,Add recipe schema to step-by-step recipes,2019-10-11,2019-10-29,2019-10-29,,,2019-11-18,Story,Closed,Done,0
FAB-23888,https://immediateco.atlassian.net/browse/FAB-23888,Nothing happens when the hamburger icon is clicked,,,,2019-10-14,2019-10-14,2019-10-14,Bug (subtask),Ready For Release,Done,0
FAB-23886,https://immediateco.atlassian.net/browse/FAB-23886,Hamburger menu doesn't expand fully when clicked,,,,2019-10-14,2019-10-14,2019-10-17,Bug (subtask),Ready For Release,Done,0
FAB-23885,https://immediateco.atlassian.net/browse/FAB-23885,Scrolling down the page incorrectly reveals the breadcrumb,,,,2019-10-11,2019-10-15,2019-10-17,Bug (subtask),Ready For Release,Done,0
FAB-23882,https://immediateco.atlassian.net/browse/FAB-23882,(Landscape mode) Hamburger and search icons have too much padding against left and right borders,,,,2019-10-11,,2019-10-11,Bug (subtask),Closed,Done,0
FAB-23862,https://immediateco.atlassian.net/browse/FAB-23862,Headless FE: Images should conform to site settings for Aspect,2019-10-10,,,,,,Epic,Define Task,,0
FAB-23858,https://immediateco.atlassian.net/browse/FAB-23858,Users will need Avatars,,2019-11-19,2019-11-19,2019-11-19,,,Epic,In Progress,,0
FAB-23857,https://immediateco.atlassian.net/browse/FAB-23857,Allow Public Image Uploads,2019-10-10,,,,,,Epic,Define Task,,0
FAB-23856,https://immediateco.atlassian.net/browse/FAB-23856,DevOps: Set up fresh Tachyon Installation for User Images,2019-10-10,,,,,,Epic,Define Task,,0
FAB-23855,https://immediateco.atlassian.net/browse/FAB-23855,Add a new menuLocation to a client without sending existing menuLocations,2019-10-10,2019-10-15,2019-11-12,2019-12-02,2019-12-09,,Story,Ready For Review,,0
FAB-23852,https://immediateco.atlassian.net/browse/FAB-23852,Add Recipe icons to cards for Editorial List,2019-10-28,2019-10-28,,,,2019-10-30,Story,Closed,Done,0
FAB-23834,https://immediateco.atlassian.net/browse/FAB-23834,Reactions - Feed,,2019-10-10,2019-10-10,2019-10-10,,2019-10-28,Epic,Ready For Release,Done,0
FAB-23827,https://immediateco.atlassian.net/browse/FAB-23827,Reactions - STAGING Infrastructure and Pipeline,,2019-10-08,2019-10-08,2019-10-08,,2019-12-03,Epic,Ready For Release,Done,0
FAB-23823,https://immediateco.atlassian.net/browse/FAB-23823,Reactions - Set-up PRODUCTION environment,2019-11-14,2019-11-14,2019-11-15,2019-11-21,2019-11-22,,Story,Ready For Review,,0
FAB-23809,https://immediateco.atlassian.net/browse/FAB-23809,validate the version and and commit hash in fargate,,,,2019-11-19,2019-11-19,2019-11-20,Sub-Task,Ready For Release,Done,0
FAB-23802,https://immediateco.atlassian.net/browse/FAB-23802,List posts return a 404 with a fresh vagrant box until setting -> permalinks is saved,2019-10-08,,,,,,Bug,Define Task,,0
FAB-23792,https://immediateco.atlassian.net/browse/FAB-23792,Reactions/Filter - Styleguide and component library (Desktop/Mobile),2019-10-07,2019-10-07,2019-10-17,,,,Design Story,Ready For Development,,0
FAB-23791,https://immediateco.atlassian.net/browse/FAB-23791,Reactions/Filter - Design (Desktop/Mobile),2019-10-07,2019-10-07,2019-10-17,,,,Design Story,Ready For Development,,0
FAB-23788,https://immediateco.atlassian.net/browse/FAB-23788,Reactions - Filter,,2019-10-07,2019-10-10,2019-11-13,,,Epic,In Progress,,0
FAB-23755,https://immediateco.atlassian.net/browse/FAB-23755,extract commit details and map into template,,,,,2019-10-07,2019-11-19,Sub-Task,Complete,Done,0
FAB-23752,https://immediateco.atlassian.net/browse/FAB-23752,Create dynamic TD template,,,,,2019-10-07,2019-11-20,Sub-Task,Ready For Release,Done,0
FAB-23744,https://immediateco.atlassian.net/browse/FAB-23744,Implement developers rules for dev & prod DB:Fixtures and Postman tests,2019-10-14,2019-10-14,2019-10-14,2019-11-08,2019-11-08,2019-11-14,Story,Ready For Release,Done,0
FAB-23742,https://immediateco.atlassian.net/browse/FAB-23742,Parameterise TF to support cross Account CodePipeline,2019-10-09,2019-10-09,2019-10-09,,,,Story,Ready For Development,,0
FAB-23732,https://immediateco.atlassian.net/browse/FAB-23732,Reactions - Add Reply,,2019-10-07,2019-10-10,2019-11-13,,,Epic,In Progress,,0
FAB-23716,https://immediateco.atlassian.net/browse/FAB-23716,Reactions/ReadFeed/Pag - Styleguide and component library (Desktop/Mobile),2019-10-04,2019-10-04,2019-10-04,2019-10-31,2019-10-31,2019-11-01,Design Story,Complete,Done,0
FAB-23715,https://immediateco.atlassian.net/browse/FAB-23715,Reactions/ReadFeed/Pag - Design (Desktop/Mobile),2019-10-04,2019-10-04,2019-10-04,2019-10-18,2019-10-25,2019-11-01,Design Story,Complete,Done,0
FAB-23714,https://immediateco.atlassian.net/browse/FAB-23714,Reactions/ReadFeed/Pag - Wireframes + Notes (Desktop),2019-10-04,2019-10-04,2019-10-04,2019-10-17,2019-10-17,2019-10-18,UX Story,Complete,Done,0
FAB-23713,https://immediateco.atlassian.net/browse/FAB-23713,Reactions/ReadFeed/Pag - Wireframes + Notes (Mobile),2019-10-04,2019-10-04,2019-10-04,2019-10-15,2019-10-17,2019-10-18,UX Story,Complete,Done,0
FAB-23711,https://immediateco.atlassian.net/browse/FAB-23711,Reactions - Read only Feed Standalone,,,2019-10-04,2019-11-21,,,Epic,In Progress,,0
FAB-23710,https://immediateco.atlassian.net/browse/FAB-23710,Reactions/Rating - Styleguide and component library (Desktop/Mobile),2019-10-04,2019-10-04,2019-10-04,2019-10-15,2019-10-18,2019-10-18,Design Story,Complete,Done,0
FAB-23709,https://immediateco.atlassian.net/browse/FAB-23709,Reactions/Rating - Design (Desktop/Mobile),2019-10-04,2019-10-04,2019-10-04,2019-10-07,2019-10-18,2019-10-18,Design Story,Complete,Done,0
FAB-23708,https://immediateco.atlassian.net/browse/FAB-23708,Reactions/Rating - Wireframes + Notes (Desktop),2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-15,2019-10-18,UX Story,Complete,Done,0
FAB-23707,https://immediateco.atlassian.net/browse/FAB-23707,Reactions/Rating - Wireframes + Notes (Mobile),2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-10,2019-10-18,UX Story,Complete,Done,0
FAB-23706,https://immediateco.atlassian.net/browse/FAB-23706,Reactions/Rating - User Flow for Masthead Rating and Feed Rating,2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-09,2019-10-18,UX Story,Complete,Done,0
FAB-23692,https://immediateco.atlassian.net/browse/FAB-23692,Do recipes need identifying as being in an unpublished state?,2019-10-22,,2019-11-05,2019-11-05,2019-11-06,2019-11-12,Discovery Story,Complete,Done,0
FAB-23686,https://immediateco.atlassian.net/browse/FAB-23686,Illustrate the user flow for users accessing account settings,,,2019-10-03,2019-10-07,2019-10-14,2019-10-14,Discovery Story,Complete,Done,0
FAB-23685,https://immediateco.atlassian.net/browse/FAB-23685,Illustrate the user flow for users signing in to My Good Food / Hub,,,2019-10-03,2019-10-07,2019-10-10,2019-10-14,Discovery Story,Complete,Done,0
FAB-23655,https://immediateco.atlassian.net/browse/FAB-23655,create lazy-loading 'Higher order component',2019-10-02,,,,,2019-10-10,Story,Closed,Done,0
FAB-23654,https://immediateco.atlassian.net/browse/FAB-23654,Reactions - Add Rating (Masthead and Feed),,2019-10-04,2019-10-08,2019-10-08,,,Epic,In Progress,,0
FAB-23649,https://immediateco.atlassian.net/browse/FAB-23649,Add description and icons to List cards,2019-10-15,2019-10-15,2019-10-15,2019-10-23,2019-11-08,2019-11-13,Story,Complete,Done,0
FAB-23643,https://immediateco.atlassian.net/browse/FAB-23643,Create LL logic for recipes frontend,2019-10-02,,,,,,Story,Define Task,,0
FAB-23642,https://immediateco.atlassian.net/browse/FAB-23642,"Admin : Manage the promoted collections, categories and most popular recipes in the Native app",,,2019-10-02,2019-10-03,2019-10-14,2019-10-16,Discovery Story,Complete,Done,0
FAB-23639,https://immediateco.atlassian.net/browse/FAB-23639,Define how LL components will work between F/E & B/E,2019-10-02,,,,,,Spike,Define Task,,0
FAB-23638,https://immediateco.atlassian.net/browse/FAB-23638,Design for skeleton layout while LL components are loading,2019-10-23,,,,,,Discovery Design Story,Preparation,,0
FAB-23637,https://immediateco.atlassian.net/browse/FAB-23637,Identify lazy-loaded components/Widgets,2019-10-02,,,,,,Spike,Define Task,,0
FAB-23635,https://immediateco.atlassian.net/browse/FAB-23635,Implement UGR storage,2019-11-12,,,,,,Story,Preparation,,0
FAB-23634,https://immediateco.atlassian.net/browse/FAB-23634,Install and evaluate Ninja Tables Pro,2019-10-02,2019-10-07,2019-10-07,2019-10-09,2019-10-14,2019-10-14,Spike,Complete,Done,0
FAB-23627,https://immediateco.atlassian.net/browse/FAB-23627,Establish whether refactoring is needed for Collections API,2019-10-30,2019-10-30,2019-11-12,2019-11-13,2019-11-15,2019-11-15,Spike,Complete,Done,0
FAB-23618,https://immediateco.atlassian.net/browse/FAB-23618,Full scope handling in Content API using voters,2019-10-01,2019-10-01,2019-10-01,2019-10-15,2019-10-16,2019-10-29,Story,Complete,Done,0
FAB-23606,https://immediateco.atlassian.net/browse/FAB-23606,Recipe Tip spacing,2019-10-01,2019-10-01,2019-10-01,2019-10-22,2019-10-29,2019-10-31,Bug,Complete,Done,0
FAB-23605,https://immediateco.atlassian.net/browse/FAB-23605,(Mobile) Page does not prevent scrolling past top-level nav items,,,,,2019-09-30,2019-10-31,Bug (subtask),Closed,Done,0
FAB-23603,https://immediateco.atlassian.net/browse/FAB-23603,Fixtures for Main Menu & Quick Links,2019-09-30,2019-10-15,2019-11-12,,,,Story,Ready For Development,,0
FAB-23594,https://immediateco.atlassian.net/browse/FAB-23594,Service Infrastructure Disaster Recovery,2019-09-30,,,,,,Epic,Define Task,,0
FAB-23572,https://immediateco.atlassian.net/browse/FAB-23572,Sync command fails to retrieve media domain on remote Fabric,2019-09-27,,,,,,Bug,Define Task,,0
FAB-23571,https://immediateco.atlassian.net/browse/FAB-23571,Sponsor admin taxo to pass through to content API,2019-09-27,2019-09-27,2019-10-16,2019-10-23,2019-11-27,,Story,Ready For Packaging,,0
FAB-23541,https://immediateco.atlassian.net/browse/FAB-23541,List category search,2019-09-27,2019-10-15,2019-11-07,2019-11-20,2019-12-02,2019-12-02,Discovery Research,Complete,Done,0
FAB-23513,https://immediateco.atlassian.net/browse/FAB-23513,My Hub : Lazy Loading (LL) widgets/components,2019-10-22,,,,,,Epic,Define Task,,0
FAB-23511,https://immediateco.atlassian.net/browse/FAB-23511,My Hub : User Authentication / Identity,,2019-11-13,2019-11-19,2019-11-25,,,Epic,In Progress,,0
FAB-23510,https://immediateco.atlassian.net/browse/FAB-23510,My Hub : Architecture,2019-10-22,2019-10-30,2019-11-12,2019-11-19,,2019-11-19,Epic,Ready For Release,Done,0
FAB-23507,https://immediateco.atlassian.net/browse/FAB-23507,Investigate how to implement dynamic related content,2019-09-26,2019-09-26,2019-09-26,2019-09-26,,2019-10-03,Spike,Closed,Done,0
FAB-23458,https://immediateco.atlassian.net/browse/FAB-23458,GF/Mig - Test Migration of Editorial Recipe into RELEASE,2019-09-25,2019-09-25,2019-09-26,2019-11-19,2019-11-29,2019-12-03,Story,Ready For Release,Done,0
FAB-23432,https://immediateco.atlassian.net/browse/FAB-23432,Reactions/ReadFeed/Pag - Display 'Show More' Reactions Paginator Standalone,2019-10-28,2019-10-31,2019-11-07,,,,Story,Ready For Development,,0
FAB-23415,https://immediateco.atlassian.net/browse/FAB-23415,Footer widget area for Glossary post,2019-09-24,2019-09-30,2019-09-30,2019-10-21,2019-10-21,2019-10-24,Story,Complete,Done,0
FAB-23414,https://immediateco.atlassian.net/browse/FAB-23414,Sidebar widget area for Glossary post,2019-09-24,2019-09-30,2019-09-30,2019-10-21,2019-10-21,2019-10-24,Story,Complete,Done,0
FAB-23409,https://immediateco.atlassian.net/browse/FAB-23409,Fix header when OOPA is active,2019-09-24,,,,,,Bug,Define Task,,0
FAB-23408,https://immediateco.atlassian.net/browse/FAB-23408,Hide sign-in/register links in eyebrow menu,2019-09-30,2019-09-30,2019-10-01,2019-10-07,2019-10-07,2019-10-08,Story,Complete,Done,0
FAB-23406,https://immediateco.atlassian.net/browse/FAB-23406,Create header search field on mobile 😃,2019-09-30,2019-09-30,2019-10-01,2019-10-07,2019-10-16,2019-10-25,Story,Complete,Done,0
FAB-23405,https://immediateco.atlassian.net/browse/FAB-23405,Propose non-JS version of mobile navigation,2019-09-30,2019-09-30,,,,2019-10-03,Story,Closed,Done,0
FAB-23400,https://immediateco.atlassian.net/browse/FAB-23400,Glossary posts in AMP,2019-09-24,2019-09-30,2019-09-30,2019-10-23,2019-10-28,2019-10-29,Story,Complete,Done,0
FAB-23373,https://immediateco.atlassian.net/browse/FAB-23373,Update List headers with author and date,2019-09-23,2019-09-23,2019-09-23,2019-09-24,2019-09-24,2019-09-27,Design Story,Complete,Done,0
FAB-23364,https://immediateco.atlassian.net/browse/FAB-23364,Deploy phase (manual approval production)for CodePipeline,2019-10-14,2019-10-14,2019-10-14,2019-11-04,2019-11-05,2019-11-07,Story,Ready For Release,Done,0
FAB-23363,https://immediateco.atlassian.net/browse/FAB-23363,Test phase of CodePipeline,2019-10-14,2019-10-14,2019-10-14,2019-11-04,2019-11-13,2019-11-14,Story,Ready For Release,Done,0
FAB-23360,https://immediateco.atlassian.net/browse/FAB-23360,Create 'Social Network' settings Resource,2019-09-23,2019-09-23,2019-09-23,2019-10-23,2019-10-23,2019-10-25,Story,Complete,Done,0
FAB-23359,https://immediateco.atlassian.net/browse/FAB-23359,Easy difficulty for a recipe displays as 'Chicken' on production,2019-09-23,2019-09-23,2019-09-23,2019-09-23,2019-09-27,2019-09-27,Bug,Complete,Done,0
FAB-23353,https://immediateco.atlassian.net/browse/FAB-23353,UX : Iterate 'Add to Collection' component,,,2019-09-23,2019-09-23,2019-09-30,2019-10-03,Discovery Story,Complete,Done,0
FAB-23351,https://immediateco.atlassian.net/browse/FAB-23351,Spec : Navigation for My Good Food - desktop,2019-09-23,,2019-10-25,2019-11-11,2019-11-11,2019-11-13,Discovery Design Story,Complete,Done,0
FAB-23350,https://immediateco.atlassian.net/browse/FAB-23350,Spec : Navigation for My Hub Slate - desktop,2019-09-23,,2019-10-25,2019-11-05,2019-11-11,2019-11-13,Discovery Design Story,Complete,Done,0
